order id,order date,ship mode,customer id,customer name,origin channel,city,state,postal code,region,arrival scan date,on truck scan date,ready to ship date,pickup date,order_date_day,arrival_scan_day,on_truck_scan_day,ready_to_ship_day,pickup_day
CA-2017-149538,2017-04-04,Standard Class,KB-16585,Ken Black,Sales,Lafayette,Louisiana,70506,South,,,,,Tuesday,,,,
CA-2018-154886,2018-11-08,Standard Class,SW-20455,Shaun Weien,Email,San Francisco,California,94109,West,,,,,Thursday,,,,
CA-2018-115567,2018-09-13,Standard Class,ZC-21910,Zuschuss Carroll,Email,Columbus,Indiana,47201,Central,,,,,Thursday,,,,
US-2020-136679,2020-11-14,Standard Class,XP-21865,Xylona Preis,Email,Pasadena,Texas,77506,Central,,2020-11-23,,,Saturday,,Monday,,
CA-2019-103982,2019-03-03,Standard Class,AA-10315,Alex Avila,Email,Round Rock,Texas,78664,Central,,2019-03-13,,,Sunday,,Wednesday,,
CA-2017-166744,2017-09-20,Standard Class,DN-13690,Duane Noonan,Email,Columbia,Maryland,21044,East,,,,,Wednesday,,,,
US-2020-110989,2020-11-03,Second Class,EJ-14155,Eva Jacobs,Email,Seattle,Washington,98105,West,,2020-11-06,,,Tuesday,,Friday,,
US-2019-169369,2019-12-12,Standard Class,EC-14050,Erin Creighton,Email,Columbus,Georgia,31907,South,2019-12-24,2019-12-20,,,Thursday,Tuesday,Friday,,
CA-2017-105165,2017-09-07,First Class,SZ-20035,Sam Zeldin,Facebook,Houston,Texas,77036,Central,,,,,Thursday,,,,
CA-2020-147333,2020-12-14,Standard Class,KL-16555,Kelly Lampkin,Sales,Fayetteville,Arkansas,72701,South,,2020-12-23,,,Monday,,Wednesday,,
US-2020-104094,2020-09-07,Standard Class,AG-10675,Anna Gayman,Email,Milwaukee,Wisconsin,53209,Central,,2020-09-14,,,Monday,,Monday,,
CA-2019-113831,2019-05-30,Standard Class,AH-10690,Anna Häberlin,Sales,Springfield,Virginia,22153,South,,2019-06-05,,,Thursday,,Wednesday,,
CA-2018-146486,2018-11-09,Second Class,DV-13465,Dianna Vittorini,Email,Oceanside,New York,11572,East,,,,,Friday,,,,
CA-2018-112053,2018-10-11,Second Class,SH-20395,Shahid Hopkins,Email,Rochester,New York,14609,East,,,,,Thursday,,,,
CA-2017-150490,2017-08-05,Standard Class,SS-20590,Sonia Sunley,Email,San Francisco,California,94122,West,,,,,Saturday,,,,
CA-2020-134152,2020-05-27,Standard Class,RP-19855,Roy Phan,Sales,Seattle,Washington,98103,West,,2020-06-03,,,Wednesday,,Wednesday,,
CA-2020-164707,2020-02-18,Second Class,CV-12805,Cynthia Voltz,Sales,Los Angeles,California,90045,West,,2020-02-24,,,Tuesday,,Monday,,
CA-2020-132262,2020-09-21,First Class,ML-18265,Muhammed Lee,Email,Seattle,Washington,98103,West,,2020-09-23,,,Monday,,Wednesday,,
US-2019-143280,2019-02-22,Standard Class,TZ-21580,Tracy Zic,Email,Los Angeles,California,90045,West,,2019-02-27,,,Friday,,Wednesday,,
CA-2020-166856,2020-09-18,Standard Class,TS-21505,Tony Sayre,Email,Clovis,New Mexico,88101,West,,2020-09-23,,,Friday,,Wednesday,,
US-2019-151827,2019-03-31,Second Class,CS-11950,Carlos Soltero,Email,Philadelphia,Pennsylvania,19134,East,,2019-04-05,,,Sunday,,Friday,,
CA-2019-153598,2019-12-03,First Class,NM-18520,Neoma Murray,Email,Los Angeles,California,90045,West,,2019-12-06,,,Tuesday,,Friday,,
CA-2018-160171,2018-10-19,Standard Class,RM-19675,Robert Marley,Facebook,Los Angeles,California,90008,West,,,,,Friday,,,,
CA-2018-148712,2018-04-17,Standard Class,JM-15535,Jessica Myrick,Email,New York City,New York,10035,East,,,,,Tuesday,,,,
US-2019-127425,2019-08-26,Standard Class,DR-12880,Dan Reichenbach,Sales,New York City,New York,10035,East,,2019-09-04,,,Monday,,Wednesday,,
US-2017-119081,2017-09-12,Standard Class,TA-21385,Tom Ashbrook,Facebook,Olathe,Kansas,66062,Central,,,,,Tuesday,,,,
CA-2020-105487,2020-10-08,Standard Class,CS-12250,Chris Selesnick,Sales,San Diego,California,92105,West,,2020-10-16,,,Thursday,,Friday,,
CA-2020-117821,2020-06-12,Standard Class,HG-15025,Hunter Glantz,Email,Marion,Ohio,43302,East,,2020-06-17,,,Friday,,Wednesday,,
CA-2020-164378,2020-07-15,Second Class,MM-18055,Michelle Moray,Email,New York City,New York,10024,East,,2020-07-22,,,Wednesday,,Wednesday,,
US-2019-138408,2019-11-18,Second Class,KC-16255,Karen Carlisle,Sales,Huntsville,Alabama,35810,South,,2019-11-22,,,Monday,,Friday,,
CA-2020-117667,2020-12-04,Standard Class,MS-17980,Michael Stewart,Sales,Philadelphia,Pennsylvania,19134,East,,2020-12-11,,,Friday,,Friday,,
US-2019-167472,2019-06-06,First Class,CK-12595,Clytie Kelty,Email,Little Rock,Arkansas,72209,South,,2019-06-07,,,Thursday,,Friday,,
CA-2017-159800,2017-11-28,First Class,SG-20470,Sheri Gordon,Email,San Francisco,California,94109,West,,,,,Tuesday,,,,
US-2017-159618,2017-11-12,Standard Class,DB-12970,Darren Budd,Sales,Houston,Texas,77036,Central,,,,,Sunday,,,,
CA-2017-108903,2017-10-03,First Class,DO-13435,Denny Ordway,Email,Columbus,Ohio,43229,East,,,,,Tuesday,,,,
CA-2020-117198,2020-08-31,Standard Class,BG-11035,Barry Gonzalez,Email,Monroe,Louisiana,71203,South,,2020-09-09,,,Monday,,Wednesday,,
CA-2018-145828,2018-10-05,First Class,MB-17305,Maria Bertelson,Email,Cincinnati,Ohio,45231,East,,,,,Friday,,,,
CA-2020-121027,2020-08-18,Standard Class,HW-14935,Helen Wasserman,Sales,Seattle,Washington,98105,West,,2020-08-26,,,Tuesday,,Wednesday,,
US-2019-124163,2019-09-25,Standard Class,SC-20695,Steve Chapman,Sales,La Crosse,Wisconsin,54601,Central,,2019-10-02,,,Wednesday,,Wednesday,,
CA-2019-121748,2019-10-24,Second Class,VW-21775,Victoria Wilson,Sales,Los Angeles,California,90032,West,,2019-10-30,,,Thursday,,Wednesday,,
CA-2017-127614,2017-02-11,Standard Class,NF-18385,Natalie Fritzler,Email,Chesapeake,Virginia,23320,South,,,,,Saturday,,,,
CA-2020-123022,2020-09-03,Standard Class,SC-20050,Sample Company A,Facebook,La Mesa,California,91941,West,,2020-09-09,,,Thursday,,Wednesday,,
CA-2019-145261,2019-12-18,First Class,AH-10120,Adrian Hane,Facebook,Salem,Oregon,97301,West,,2019-12-23,,,Wednesday,,Monday,,
CA-2019-142405,2019-06-11,Standard Class,SE-20110,Sanjit Engle,Email,Seattle,Washington,98103,West,,2019-06-19,,,Tuesday,,Wednesday,,
CA-2017-135993,2017-05-28,Standard Class,PJ-18835,Patrick Jones,Sales,Seattle,Washington,98115,West,,,,,Sunday,,,,
CA-2019-125661,2019-11-24,First Class,CA-12055,Cathy Armstrong,Facebook,Cleveland,Ohio,44105,East,,2019-11-27,,,Sunday,,Wednesday,,
US-2017-123519,2017-12-14,Standard Class,SS-20875,Sung Shariari,Email,Marion,Ohio,43302,East,,,,,Thursday,,,,
CA-2018-124107,2018-10-09,Second Class,BM-11650,Brian Moss,Sales,Ann Arbor,Michigan,48104,Central,,,,,Tuesday,,,,
CA-2018-138674,2018-11-14,First Class,KB-16585,Ken Black,Sales,Springfield,Oregon,97477,West,,,,,Wednesday,,,,
CA-2018-103933,2018-09-25,First Class,DR-12880,Dan Reichenbach,Sales,New York City,New York,10011,East,,,,,Tuesday,,,,
CA-2020-117324,2020-12-08,Standard Class,JP-15520,Jeremy Pistek,Email,Madison,Wisconsin,53711,Central,,2020-12-16,,,Tuesday,,Wednesday,,
CA-2019-113733,2019-12-08,Standard Class,LH-16900,Lena Hernandez,Email,Greenville,North Carolina,27834,South,,2019-12-16,,,Sunday,,Monday,,
CA-2020-126396,2020-09-08,Second Class,AR-10345,Alex Russell,Sales,Houston,Texas,77070,Central,,2020-09-16,,,Tuesday,,Wednesday,,
US-2018-106495,2018-06-15,First Class,AC-10450,Amy Cox,Email,Tampa,Florida,33614,South,,,,,Friday,,,,
CA-2018-111206,2018-07-18,Standard Class,RF-19735,Roland Fjeld,Email,San Diego,California,92105,West,,,,,Wednesday,,,,
CA-2018-101868,2018-06-09,Standard Class,MJ-17740,Max Jones,Email,Miami,Florida,33178,South,,,,,Saturday,,,,
US-2017-109456,2017-10-16,First Class,LS-17245,Lynn Smith,Email,San Francisco,California,94110,West,,,,,Monday,,,,
CA-2019-146157,2019-11-21,Standard Class,RD-19720,Roger Demir,Email,Chicago,Illinois,60610,Central,,2019-11-27,,,Thursday,,Wednesday,,
US-2020-153948,2020-11-06,First Class,FM-14290,Frank Merwin,Facebook,San Francisco,California,94122,West,,2020-11-06,2020-11-06,2020-11-06,Friday,,Friday,Friday,Friday
US-2018-126977,2018-09-17,Standard Class,PF-19120,Peter Fuller,Email,New York City,New York,10035,East,,,,,Monday,,,,
CA-2020-150420,2020-06-03,Standard Class,GD-14590,Giulietta Dortch,Sales,Bellingham,Washington,98226,West,,2020-06-10,,,Wednesday,,Wednesday,,
US-2020-169551,2020-07-07,First Class,RL-19615,Rob Lucas,Email,Philadelphia,Pennsylvania,19120,East,,2020-07-10,,,Tuesday,,Friday,,
CA-2020-112431,2020-10-12,Second Class,RW-19690,Robert Waldorf,Email,Los Angeles,California,90049,West,,2020-10-16,,,Monday,,Friday,,
CA-2017-104178,2017-08-25,Standard Class,JM-15265,Janet Molinari,Sales,Los Angeles,California,90036,West,,,,,Friday,,,,
CA-2020-161046,2020-03-05,First Class,CB-12535,Claudia Bergmann,Sales,Southaven,Mississippi,38671,South,,2020-03-06,,,Thursday,,Friday,,
US-2019-156692,2019-08-13,First Class,HG-15025,Hunter Glantz,Email,Kenner,Louisiana,70065,South,,2019-08-14,,,Tuesday,,Wednesday,,
US-2020-128832,2020-04-24,First Class,LS-16945,Linda Southworth,Sales,Providence,Rhode Island,2908,East,,2020-04-27,,,Friday,,Monday,,
CA-2017-138072,2017-12-30,Standard Class,GA-14725,Guy Armstrong,Email,Philadelphia,Pennsylvania,19120,East,,,,,Saturday,,,,
CA-2019-151561,2019-09-01,Standard Class,PG-18820,Patrick Gardner,Email,New York City,New York,10011,East,,2019-09-11,,,Sunday,,Wednesday,,
US-2019-132577,2019-11-22,Standard Class,JE-15475,Jeremy Ellison,Email,Houston,Texas,77095,Central,,2019-11-29,,,Friday,,Friday,,
CA-2020-100111,2020-09-20,Standard Class,SV-20365,Seth Vernon,Email,New York City,New York,10035,East,,2020-09-30,,,Sunday,,Wednesday,,
CA-2017-120852,2017-12-20,Standard Class,WB-21850,William Brown,Email,Grand Prairie,Texas,75051,Central,,,,,Wednesday,,,,
CA-2020-145772,2020-06-03,Standard Class,SS-20140,Saphhira Shifley,Sales,Los Angeles,California,90036,West,,2020-06-10,,,Wednesday,,Wednesday,,
CA-2020-162033,2020-03-26,Standard Class,EM-14200,Evan Minnotte,Facebook,Virginia Beach,Virginia,23464,South,2020-04-07,2020-04-03,,,Thursday,Tuesday,Friday,,
CA-2018-105613,2018-10-18,Standard Class,KN-16705,Kristina Nunn,Facebook,Mcallen,Texas,78501,Central,,,,,Thursday,,,,
CA-2019-104150,2019-08-03,Second Class,AG-10330,Alex Grayson,Email,Tulsa,Oklahoma,74133,Central,,2019-08-09,,,Saturday,,Friday,,
CA-2017-103989,2017-03-19,First Class,MC-17605,Matt Connell,Sales,Lakeland,Florida,33801,South,,,,,Sunday,,,,
US-2017-106299,2017-08-02,Standard Class,NZ-18565,Nick Zandusky,Facebook,Springfield,Missouri,65807,Central,,,,,Wednesday,,,,
CA-2018-146675,2018-04-16,Standard Class,SB-20185,Sarah Brown,Email,Evanston,Illinois,60201,Central,,,,,Monday,,,,
CA-2019-148208,2019-01-22,Standard Class,BT-11530,Bradley Talbott,Facebook,Cleveland,Ohio,44105,East,,2019-01-30,,,Tuesday,,Wednesday,,
CA-2018-112305,2018-11-20,Standard Class,KB-16405,Katrina Bavinger,Facebook,Seattle,Washington,98105,West,,,,,Tuesday,,,,
CA-2020-149706,2020-12-11,First Class,AS-10285,Alejandro Savely,Sales,Palatine,Illinois,60067,Central,,2020-12-14,,,Friday,,Monday,,
US-2019-139087,2019-07-17,Second Class,DK-13375,Dennis Kane,Email,Seattle,Washington,98105,West,,2019-07-24,,,Wednesday,,Wednesday,,
CA-2018-146255,2018-03-07,First Class,EM-14140,Eugene Moren,Facebook,Newark,Delaware,19711,East,,,,,Wednesday,,,,
CA-2020-143035,2020-10-03,Second Class,CC-12430,Chuck Clark,Facebook,New York City,New York,10009,East,,2020-10-09,,,Saturday,,Friday,,
CA-2020-150623,2020-04-10,Standard Class,DB-13360,Dennis Bolton,Facebook,Waterbury,Connecticut,6708,East,,2020-04-15,,,Friday,,Wednesday,,
US-2020-104661,2020-01-15,First Class,TB-21250,Tim Brockman,Email,Austin,Texas,78745,Central,,2020-01-21,,,Wednesday,,Tuesday,,
CA-2020-151211,2020-08-17,Standard Class,AH-10120,Adrian Hane,Facebook,Louisville,Kentucky,40214,South,,2020-08-26,,,Monday,,Wednesday,,
CA-2017-159121,2017-07-26,Standard Class,JO-15145,Jack O'Briant,Sales,Draper,Utah,84020,West,,,,,Wednesday,,,,
US-2020-133361,2020-05-14,First Class,AJ-10780,Anthony Jacobs,Sales,Baltimore,Maryland,21215,East,,2020-05-18,,,Thursday,,Monday,,
CA-2020-153080,2020-05-22,Second Class,EH-13945,Eric Hoffmann,Email,Los Angeles,California,90008,West,,2020-05-27,,,Friday,,Wednesday,,
CA-2018-108532,2018-08-29,Standard Class,CC-12100,Chad Cunningham,Facebook,Detroit,Michigan,48234,Central,,,,,Wednesday,,,,
CA-2020-140872,2020-06-03,Standard Class,NR-18550,Nick Radford,Email,Pembroke Pines,Florida,33024,South,,2020-06-12,,,Wednesday,,Friday,,
CA-2020-111262,2020-10-28,Second Class,KH-16510,Keith Herrera,Email,Houston,Texas,77095,Central,,2020-11-04,,,Wednesday,,Wednesday,,
CA-2018-103135,2018-07-24,Standard Class,SS-20515,Shirley Schmidt,Facebook,Louisville,Kentucky,40214,South,,,,,Tuesday,,,,
US-2020-107384,2020-12-04,Standard Class,TP-21130,Theone Pippenger,Email,Rochester,Minnesota,55901,Central,,2020-12-09,,,Friday,,Wednesday,,
CA-2017-137092,2017-10-20,Second Class,LS-16975,Lindsay Shagiari,Facebook,Chicago,Illinois,60653,Central,,,,,Friday,,,,
CA-2017-100678,2017-04-18,Standard Class,KM-16720,Kunst Miller,Email,Houston,Texas,77095,Central,,,,,Tuesday,,,,
CA-2020-123085,2020-03-03,Standard Class,EJ-13720,Ed Jacobs,Email,Los Angeles,California,90008,West,2020-03-16,2020-03-11,,,Tuesday,Monday,Wednesday,,
CA-2019-148516,2019-08-07,Standard Class,DW-13585,Dorothy Wardle,Sales,Edmonds,Washington,98026,West,,2019-08-14,,,Wednesday,,Wednesday,,
CA-2019-166275,2019-10-24,First Class,SS-20590,Sonia Sunley,Email,San Francisco,California,94109,West,,2019-10-25,,,Thursday,,Friday,,
CA-2020-128328,2020-08-05,Standard Class,PO-18865,Patrick O'Donnell,Email,Indianapolis,Indiana,46203,Central,,2020-08-12,,,Wednesday,,Wednesday,,
CA-2020-135937,2020-02-20,Standard Class,KM-16375,Katherine Murray,Facebook,Gilbert,Arizona,85234,West,,2020-02-28,,,Thursday,,Friday,,
CA-2020-122175,2020-05-12,Second Class,CA-12775,Cynthia Arntzen,Email,Vineland,New Jersey,8360,East,,2020-05-15,,,Tuesday,,Friday,,
CA-2018-109337,2018-11-21,Second Class,DL-13330,Denise Leinenbach,Email,Lawrence,Indiana,46226,Central,,,,,Wednesday,,,,
CA-2020-140494,2020-03-10,Second Class,CM-11815,Candace McMahon,Sales,San Francisco,California,94109,West,,2020-03-18,,,Tuesday,,Wednesday,,
US-2019-163538,2019-08-26,Standard Class,SS-20515,Shirley Schmidt,Facebook,Franklin,Wisconsin,53132,Central,,2019-09-03,,,Monday,,Tuesday,,
CA-2020-107629,2020-12-14,First Class,DB-13060,Dave Brooks,Email,Skokie,Illinois,60076,Central,,2020-12-14,,,Monday,,Monday,,
CA-2020-102974,2020-09-19,Standard Class,DP-13105,Dave Poirier,Sales,Los Angeles,California,90032,West,,2020-09-23,,,Saturday,,Wednesday,,
CA-2020-111269,2020-06-16,Second Class,CS-12355,Christine Sundaresam,Email,Dublin,Ohio,43017,East,,2020-06-19,,,Tuesday,,Friday,,
US-2020-166037,2020-01-28,Standard Class,CL-12700,Craig Leslie,Facebook,New York City,New York,10009,East,,2020-02-05,,,Tuesday,,Wednesday,,
CA-2019-109827,2019-12-25,Standard Class,LW-16825,Laurel Workman,Sales,Phoenix,Arizona,85023,West,2020-01-07,2020-01-03,,,Wednesday,Tuesday,Friday,,
CA-2017-152233,2017-10-05,First Class,KH-16510,Keith Herrera,Email,Pomona,California,91767,West,,,,,Thursday,,,,
CA-2019-142615,2019-11-20,Standard Class,BM-11575,Brendan Murry,Sales,Montebello,California,90640,West,,2019-11-27,,,Wednesday,,Wednesday,,
CA-2019-123946,2019-09-12,Standard Class,AJ-10795,Anthony Johnson,Sales,Springfield,Virginia,22153,South,,2019-09-18,,,Thursday,,Wednesday,,
CA-2020-128965,2020-04-17,Standard Class,PS-18760,Pamela Stobb,Email,Los Angeles,California,90008,West,,2020-04-24,,,Friday,,Friday,,
US-2019-126452,2019-08-21,Standard Class,SC-20230,Scot Coram,Sales,Los Angeles,California,90004,West,,2019-08-30,,,Wednesday,,Friday,,
CA-2017-124394,2017-10-17,Second Class,TB-21520,Tracy Blumstein,Email,Beaumont,Texas,77705,Central,,,,,Tuesday,,,,
CA-2020-123036,2020-09-10,Standard Class,HA-14905,Helen Abelman,Email,Springfield,Ohio,45503,East,,2020-09-18,,,Thursday,,Friday,,
CA-2018-140557,2018-09-07,Standard Class,TN-21040,Tanja Norvell,Facebook,New York City,New York,10009,East,,,,,Friday,,,,
US-2020-128398,2020-05-02,Second Class,EM-13825,Elizabeth Moffitt,Sales,Los Angeles,California,90049,West,,2020-05-08,,,Saturday,,Friday,,
CA-2020-137365,2020-11-30,Second Class,BP-11095,Bart Pistole,Sales,El Paso,Texas,79907,Central,,2020-12-04,,,Monday,,Friday,,
CA-2019-125094,2019-11-05,Standard Class,NP-18700,Nora Preis,Email,Seattle,Washington,98105,West,,2019-11-13,,,Tuesday,,Wednesday,,
CA-2019-157161,2019-07-16,Second Class,JD-15895,Jonathan Doherty,Sales,Columbia,South Carolina,29203,South,,2019-07-24,,,Tuesday,,Wednesday,,
CA-2020-153822,2020-09-19,Standard Class,AB-10105,Adrian Barton,Email,Phoenix,Arizona,85023,West,,2020-09-23,,,Saturday,,Wednesday,,
CA-2017-114790,2017-03-11,Second Class,FM-14215,Filia McAdams,Sales,Richmond,Kentucky,40475,South,,,,,Saturday,,,,
CA-2019-145548,2019-11-11,Standard Class,EB-13750,Edward Becker,Sales,New York City,New York,10011,East,,2019-11-20,,,Monday,,Wednesday,,
CA-2017-150581,2017-04-08,Standard Class,NM-18445,Nathan Mautz,Facebook,Concord,California,94521,West,,,,,Saturday,,,,
CA-2019-165330,2019-12-11,First Class,WB-21850,William Brown,Email,Anaheim,California,92804,West,,2019-12-11,,,Wednesday,,Wednesday,,
CA-2019-106950,2019-09-02,Standard Class,JE-15715,Joe Elijah,Email,Charlotte,North Carolina,28205,South,,2019-09-09,2019-09-06,2019-09-09,Monday,,Monday,Friday,Monday
US-2018-153374,2018-02-09,Second Class,JF-15565,Jill Fjeld,Email,Decatur,Illinois,62521,Central,,,,,Friday,,,,
CA-2020-128944,2020-06-19,Second Class,KH-16330,Katharine Harms,Sales,Newark,Ohio,43055,East,,2020-06-24,,,Friday,,Wednesday,,
CA-2019-166282,2019-04-16,Standard Class,PK-19075,Pete Kriz,Email,Nashville,Tennessee,37211,South,,2019-04-24,,,Tuesday,,Wednesday,,
CA-2020-128783,2020-09-07,First Class,TG-21640,Trudy Glocke,Email,Saint Charles,Missouri,63301,Central,,2020-09-08,,,Monday,,Tuesday,,
CA-2020-125381,2020-04-25,Second Class,SG-20605,Speros Goranitis,Email,San Francisco,California,94109,West,2020-05-08,2020-05-01,,,Saturday,Friday,Friday,,
US-2020-141677,2020-03-26,Standard Class,HK-14890,Heather Kirkland,Sales,Houston,Texas,77070,Central,,2020-04-01,,,Thursday,,Wednesday,,
CA-2019-138667,2019-12-27,Second Class,MW-18220,Mitch Webber,Email,Lancaster,Ohio,43130,East,2020-01-06,2020-01-03,,,Friday,Monday,Friday,,
CA-2018-150770,2018-05-03,First Class,LC-16870,Lena Cacioppo,Email,San Francisco,California,94109,West,,,,,Thursday,,,,
CA-2020-113075,2020-09-02,Standard Class,MC-18100,Mick Crebagga,Email,Chicago,Illinois,60623,Central,,2020-09-09,,,Wednesday,,Wednesday,,
CA-2020-127397,2020-02-24,Standard Class,ES-14080,Erin Smith,Sales,Philadelphia,Pennsylvania,19134,East,,2020-03-02,,,Monday,,Monday,,
CA-2018-158491,2018-06-04,Second Class,BP-11155,Becky Pak,Email,Los Angeles,California,90008,West,,,,,Monday,,,,
CA-2017-120670,2017-11-02,Standard Class,JK-16120,Julie Kriz,Facebook,Fort Lauderdale,Florida,33311,South,,,,,Thursday,,,,
CA-2019-157217,2019-07-19,First Class,TC-21535,Tracy Collins,Facebook,San Francisco,California,94110,West,,2019-07-22,,,Friday,,Monday,,
CA-2019-108224,2019-05-14,First Class,TH-21235,Tiffany House,Sales,Yuma,Arizona,85364,West,2019-05-20,2019-05-15,,,Tuesday,Monday,Wednesday,,
CA-2020-151183,2020-10-14,Standard Class,BK-11260,Berenike Kampe,Email,San Francisco,California,94110,West,,2020-10-21,,,Wednesday,,Wednesday,,
CA-2019-149965,2019-06-20,Standard Class,BS-11365,Bill Shonely,Sales,Oklahoma City,Oklahoma,73120,Central,,2019-06-26,,,Thursday,,Wednesday,,
CA-2019-144092,2019-11-05,Second Class,LH-17155,Logan Haushalter,Email,San Jose,California,95123,West,,2019-11-08,,,Tuesday,,Friday,,
CA-2020-167626,2020-09-03,Standard Class,MY-18295,Muhammed Yedwab,Sales,Chicago,Illinois,60623,Central,,2020-09-09,,,Thursday,,Wednesday,,
CA-2018-113152,2018-12-25,Standard Class,JK-15625,Jim Karlsson,Email,New York City,New York,10024,East,,,,,Tuesday,,,,
CA-2020-141138,2020-11-10,Standard Class,GH-14425,Gary Hwang,Email,Modesto,California,95351,West,,2020-11-18,2020-11-16,2020-11-18,Tuesday,,Wednesday,Monday,Wednesday
CA-2017-124807,2017-07-12,Second Class,ME-17725,Max Engle,Email,Chicago,Illinois,60610,Central,,,,,Wednesday,,,,
CA-2017-103058,2017-07-23,First Class,AG-10270,Alejandro Grove,Email,New York City,New York,10011,East,,,,,Sunday,,,,
CA-2020-121125,2020-05-30,Standard Class,MG-17890,Michael Granlund,Facebook,Tigard,Oregon,97224,West,,2020-06-08,,,Saturday,,Monday,,
US-2019-114013,2019-03-13,Second Class,SC-20770,Stewart Carmichael,Sales,Philadelphia,Pennsylvania,19134,East,,2019-03-18,,,Wednesday,,Monday,,
CA-2018-138485,2018-02-27,Second Class,NP-18670,Nora Paige,Email,Seattle,Washington,98105,West,,,,,Tuesday,,,,
US-2018-134558,2018-12-19,Second Class,PM-19135,Peter McVee,Facebook,Dover,New Hampshire,3820,East,,,,,Wednesday,,,,
CA-2020-121048,2020-07-14,Standard Class,TC-21295,Toby Carlisle,Email,Westminster,California,92683,West,,2020-07-22,,,Tuesday,,Wednesday,,
US-2020-167920,2020-12-09,Second Class,JL-15835,John Lee,Email,Richmond,Kentucky,40475,South,,2020-12-16,,,Wednesday,,Wednesday,,
CA-2020-157672,2020-10-05,First Class,RB-19795,Ross Baird,Facebook,Denver,Colorado,80219,West,,2020-10-07,,,Monday,,Wednesday,,
CA-2020-140802,2020-04-21,First Class,KN-16390,Katherine Nockton,Sales,Houston,Texas,77070,Central,2020-04-27,2020-04-24,,,Tuesday,Monday,Friday,,
CA-2018-129532,2018-12-08,Standard Class,YS-21880,Yana Sorensen,Sales,Los Angeles,California,90036,West,,,,,Saturday,,,,
CA-2017-134726,2017-11-02,Second Class,SW-20755,Steven Ward,Sales,Seattle,Washington,98115,West,,,,,Thursday,,,,
CA-2017-131947,2017-09-17,Standard Class,JA-15970,Joseph Airdo,Email,Springfield,Oregon,97477,West,,,,,Sunday,,,,
US-2018-159499,2018-11-21,Second Class,EM-14095,Eudokia Martin,Sales,Phoenix,Arizona,85023,West,,,,,Wednesday,,,,
US-2019-157490,2019-10-06,First Class,LB-16795,Laurel Beltran,Facebook,Pueblo,Colorado,81001,West,,2019-10-09,,,Sunday,,Wednesday,,
CA-2020-110821,2020-08-07,First Class,CK-12205,Chloris Kastensmidt,Email,Dallas,Texas,75081,Central,,2020-08-10,,,Friday,,Monday,,
CA-2018-130974,2018-11-27,Second Class,MA-17560,Matt Abelman,Facebook,Everett,Massachusetts,2149,East,,,,,Tuesday,,,,
CA-2017-142951,2017-10-08,First Class,JG-15115,Jack Garza,Email,Charlotte,North Carolina,28205,South,,,,,Sunday,,,,
CA-2017-133592,2017-12-31,Standard Class,KM-16375,Katherine Murray,Facebook,Providence,Rhode Island,2908,East,,,,,Sunday,,,,
CA-2019-169838,2019-11-25,Standard Class,BB-11545,Brenda Bowman,Sales,Jackson,Michigan,49201,Central,,2019-12-02,,,Monday,,Monday,,
CA-2019-114601,2019-08-26,Standard Class,AA-10480,Andrew Allen,Email,Detroit,Michigan,48234,Central,,2019-09-04,,,Monday,,Wednesday,,
CA-2017-139542,2017-10-25,Standard Class,EH-14185,Evan Henry,Email,Philadelphia,Pennsylvania,19120,East,,,,,Wednesday,,,,
US-2020-101518,2020-11-03,Standard Class,PB-19105,Peter Bühler,Email,Philadelphia,Pennsylvania,19140,East,,2020-11-12,,,Tuesday,,Thursday,,
US-2020-146213,2020-09-09,Standard Class,MC-17605,Matt Connell,Sales,Los Angeles,California,90032,West,,2020-09-16,,,Wednesday,,Wednesday,,
US-2019-109260,2019-09-26,Standard Class,TN-21040,Tanja Norvell,Facebook,Tallahassee,Florida,32303,South,,2019-10-02,,,Thursday,,Wednesday,,
CA-2017-154781,2017-11-21,Standard Class,SC-20680,Steve Carroll,Facebook,San Francisco,California,94110,West,,,,,Tuesday,,,,
CA-2018-109113,2018-12-19,Standard Class,EK-13795,Eileen Kiefer,Facebook,Chicago,Illinois,60610,Central,,,,,Wednesday,,,,
CA-2020-100902,2020-11-17,Standard Class,CK-12595,Clytie Kelty,Email,Charlotte,North Carolina,28205,South,,2020-11-25,,,Tuesday,,Wednesday,,
CA-2019-108196,2019-11-25,Standard Class,CS-12505,Cindy Stewart,Email,Lancaster,Ohio,43130,East,,2019-12-04,,,Monday,,Wednesday,,
CA-2020-169362,2020-10-12,First Class,SP-20860,Sung Pak,Sales,Dallas,Texas,75217,Central,,2020-10-16,,,Monday,,Friday,,
US-2017-115413,2017-08-26,Standard Class,PP-18955,Paul Prost,Facebook,Newark,Delaware,19711,East,,,,,Saturday,,,,
CA-2018-149083,2018-09-25,Standard Class,SH-19975,Sally Hughsby,Sales,Seattle,Washington,98103,West,,,,,Tuesday,,,,
CA-2020-135587,2020-12-07,Standard Class,BH-11710,Brosina Hoffman,Email,Hattiesburg,Mississippi,39401,South,,2020-12-16,,,Monday,,Wednesday,,
CA-2018-142993,2018-10-12,Standard Class,KA-16525,Kelly Andreada,Email,Seattle,Washington,98103,West,,,,,Friday,,,,
US-2020-166233,2020-07-03,Standard Class,MO-17950,Michael Oakman,Email,Jacksonville,North Carolina,28540,South,,2020-07-10,,,Friday,,Friday,,
