Index,Order ID,Order Date_x,Ship Mode_x,Customer ID,Customer Name_x,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit,Order_YearMonth,Order_YearMonth_str,Arrival Scan Date,Customer Name_y,Row ID,Order Date_y,On Truck Scan Date,Ship Mode_y,Ready to Ship Date,Pickup Date
3655,CA-2020-133004,2020-08-31,Standard Class,AJ-10945,Ashley Jarboe,Email,United States,Lawrence,Indiana,46226.0,Central,Power Muesli,Mega Protein,OFF-AP-10002439,638.73,9,0.0,166.0698,2020-08,08.2020,,,3655.0,2020-08-31,2020-09-09,Standard Processing,,
3697,CA-2019-142097,2019-10-15,Standard Class,QJ-19255,Quincy Jones,Sales,United States,Springfield,Virginia,22153.0,South,Power Muesli,Mega Protein,OFF-AP-10000696,43.26,3,0.0,14.275799999999998,2019-10,10.2019,,,3695.0,2019-10-15,2019-10-23,Standard Processing,,
3726,CA-2019-151512,2019-12-26,Standard Class,SH-19975,Sally Hughsby,Sales,United States,Denver,Colorado,80219.0,West,Power Muesli,Mega Protein,OFF-AP-10000252,18.72,2,0.2,3.51,2019-12,12.2019,,,3726.0,2019-12-26,2020-01-03,Standard Processing,,
3831,CA-2020-141733,2020-05-07,Standard Class,RW-19540,Rick Wilson,Sales,United States,Detroit,Michigan,48234.0,Central,Power Muesli,Mega Protein,OFF-AP-10001563,87.444,2,0.1,18.460399999999986,2020-05,05.2020,2020-05-15,Rick Wilson,3828.0,2020-05-07,2020-05-13,Standard Processing,,
3904,CA-2018-167010,2018-04-05,Standard Class,VT-21700,Valerie Takahito,Facebook,United States,Philadelphia,Pennsylvania,19143.0,East,Power Muesli,Mega Protein,OFF-AP-10004036,98.112,7,0.2,18.396,2018-04,04.2018,,,,,,,,
3981,CA-2017-114517,2017-12-23,Standard Class,TH-21235,Tiffany House,Sales,United States,New York City,New York,10024.0,East,Power Muesli,Mega Protein,OFF-AP-10002350,56.519999999999996,3,0.0,15.8256,2017-12,12.2017,,,,,,,,
3988,CA-2020-112333,2020-04-08,Standard Class,KF-16285,Karen Ferguson,Facebook,United States,Plainfield,New Jersey,7060.0,East,Power Muesli,Mega Protein,OFF-AP-10001962,41.95,5,0.0,10.4875,2020-04,04.2020,,,3987.0,2020-04-08,2020-04-15,Standard Processing,,
4047,CA-2020-100356,2020-10-21,Standard Class,SP-20920,Susan Pistek,Email,United States,Chicago,Illinois,60653.0,Central,Power Muesli,Mega Protein,OFF-AP-10002191,23.991999999999994,2,0.8,-62.3792,2020-10,10.2020,,,4047.0,2020-10-21,2020-10-28,Standard Processing,,
4101,US-2020-102288,2020-06-19,Standard Class,ZC-21910,Zuschuss Carroll,Email,United States,Houston,Texas,77095.0,Central,Power Muesli,Mega Protein,OFF-AP-10004655,2.2639999999999993,1,0.8,-5.207200000000001,2020-06,06.2020,,,4101.0,2020-06-19,2020-06-24,Standard Processing,,
4125,CA-2017-127523,2017-05-11,Standard Class,BG-11695,Brooke Gillingham,Sales,United States,Watertown,New York,13601.0,East,Power Muesli,Mega Protein,OFF-AP-10004249,35.910000000000004,3,0.0,9.695699999999999,2017-05,05.2017,,,,,,,,
4130,CA-2018-121272,2018-03-29,Standard Class,DO-13435,Denny Ordway,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Mega Protein,OFF-AP-10001947,73.28,4,0.0,21.251199999999997,2018-03,03.2018,,,,,,,,
4198,US-2019-161683,2019-12-03,Standard Class,CJ-12010,Caroline Jumper,Email,United States,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,Mega Protein,OFF-AP-10000179,394.81600000000003,4,0.2,93.7688,2019-12,12.2019,,,4198.0,2019-12-03,2019-12-11,Standard Processing,,
4241,CA-2017-133704,2017-09-20,Standard Class,MA-17995,Michelle Arnett,Facebook,United States,Los Angeles,California,90004.0,West,Power Muesli,Mega Protein,OFF-AP-10001366,43.92,4,0.0,11.858400000000003,2017-09,09.2017,,,,,,,,
4263,CA-2020-123351,2020-09-21,Standard Class,KT-16480,Kean Thornton,Email,United States,Columbus,Georgia,31907.0,South,Power Muesli,Mega Protein,OFF-AP-10001242,80.48,1,0.0,24.144,2020-09,09.2020,,,4263.0,2020-09-21,2020-09-28,Standard Processing,,
4276,CA-2018-123456,2018-07-09,Standard Class,KN-16450,Kean Nguyen,Sales,United States,Dallas,Texas,75220.0,Central,Power Muesli,Mega Protein,OFF-AP-10002684,48.63199999999999,2,0.8,-121.58000000000004,2018-07,07.2018,,,,,,,,
4293,CA-2020-102407,2020-12-09,Second Class,AT-10435,Alyssa Tate,Facebook,United States,Los Angeles,California,90004.0,West,Power Muesli,Mega Protein,OFF-AP-10001394,189.0,1,0.0,68.03999999999999,2020-12,12.2020,,,4291.0,2020-12-09,2020-12-16,Standard Processing,,
4300,CA-2020-129021,2020-08-23,Second Class,PO-18850,Patrick O'Brill,Email,United States,Tallahassee,Florida,32303.0,South,Power Muesli,Mega Protein,OFF-AP-10003040,161.376,6,0.2,12.103199999999994,2020-08,08.2020,,,4298.0,2020-08-23,2020-08-28,Standard Processing,,
4314,CA-2017-123127,2017-09-08,Standard Class,SP-20620,Stefania Perrino,Sales,United States,Long Beach,New York,11561.0,East,Power Muesli,Mega Protein,OFF-AP-10001962,16.78,2,0.0,4.195,2017-09,09.2017,,,,,,,,
4331,CA-2020-149853,2020-10-03,Standard Class,PO-18850,Patrick O'Brill,Email,United States,Hialeah,Florida,33012.0,South,Power Muesli,Mega Protein,OFF-AP-10000804,17.92,5,0.2,1.12,2020-10,10.2020,,,4330.0,2020-10-03,2020-10-07,Standard Processing,,
4375,CA-2019-158575,2019-11-18,Standard Class,SB-20290,Sean Braxton,Sales,United States,Kent,Ohio,44240.0,East,Power Muesli,Mega Protein,OFF-AP-10002998,103.96799999999999,6,0.2,16.894799999999996,2019-11,11.2019,2019-12-02,Sean Braxton,4375.0,2019-11-18,2019-11-27,Standard Processing,,
4377,CA-2017-166954,2017-04-25,Standard Class,BT-11305,Beth Thompson,Facebook,United States,San Gabriel,California,91776.0,West,Power Muesli,Mega Protein,OFF-AP-10001391,270.71999999999997,3,0.0,78.50879999999997,2017-04,04.2017,,,,,,,,
4387,CA-2019-156811,2019-10-27,Standard Class,BP-11095,Bart Pistole,Sales,United States,San Francisco,California,94122.0,West,Power Muesli,Mega Protein,OFF-AP-10001366,43.92,4,0.0,11.858400000000003,2019-10,10.2019,2019-11-11,Bart Pistole,4387.0,2019-10-27,2019-11-06,Standard Processing,,
4401,CA-2019-131737,2019-03-17,First Class,GZ-14470,Gary Zandusky,Email,United States,Columbia,Maryland,21044.0,East,Power Muesli,Mega Protein,OFF-AP-10002945,901.9499999999999,3,0.0,297.64349999999996,2019-03,03.2019,,,4400.0,2019-03-17,2019-03-18,Express,,
4414,CA-2017-130624,2017-06-21,First Class,TB-21280,Toby Braunhardt,Email,United States,New York City,New York,10024.0,East,Power Muesli,Mega Protein,OFF-AP-10001303,59.699999999999996,3,0.0,26.864999999999995,2017-06,06.2017,,,,,,,,
4423,CA-2020-159464,2020-05-18,First Class,TB-21355,Todd Boyes,Sales,United States,Sandy Springs,Georgia,30328.0,South,Power Muesli,Mega Protein,OFF-AP-10001492,17.24,2,0.0,4.4824,2020-05,05.2020,,,4423.0,2020-05-18,2020-05-20,Express,,
4438,CA-2019-163398,2019-05-03,Standard Class,CB-12415,Christy Brittain,Email,United States,Chicago,Illinois,60653.0,Central,Power Muesli,Mega Protein,OFF-AP-10002403,26.40599999999999,3,0.8,-71.2962,2019-05,05.2019,,,4436.0,2019-05-03,2019-05-10,Standard Processing,,
4566,US-2020-149510,2020-12-03,Standard Class,MC-17575,Matt Collins,Email,United States,Fayetteville,North Carolina,28314.0,South,Power Muesli,Mega Protein,OFF-AP-10002350,45.216,3,0.2,4.521599999999999,2020-12,12.2020,,,4566.0,2020-12-03,2020-12-11,Standard Processing,,
4672,CA-2019-133550,2019-07-31,Standard Class,KL-16645,Ken Lonsdale,Email,United States,Detroit,Michigan,48205.0,Central,Power Muesli,Mega Protein,OFF-AP-10001005,283.14000000000004,4,0.1,72.35799999999998,2019-07,07.2019,,,4672.0,2019-07-31,2019-08-07,Standard Processing,,
4704,CA-2019-166240,2019-06-24,Standard Class,DH-13075,Dave Hallsten,Sales,United States,Houston,Texas,77095.0,Central,Power Muesli,Mega Protein,OFF-AP-10002082,8.711999999999998,2,0.8,-19.602000000000007,2019-06,06.2019,,,4704.0,2019-06-24,2019-07-01,Standard Processing,,
4726,CA-2019-131968,2019-11-11,Standard Class,LB-16795,Laurel Beltran,Facebook,United States,Apopka,Florida,32712.0,South,Power Muesli,Mega Protein,OFF-AP-10001058,671.5440000000001,3,0.2,50.36579999999995,2019-11,11.2019,,,4725.0,2019-11-11,2019-11-18,Standard Processing,,
4779,CA-2020-132346,2020-11-07,Standard Class,PK-19075,Pete Kriz,Email,United States,Newark,Delaware,19711.0,East,Power Muesli,Mega Protein,OFF-AP-10000696,100.94,7,0.0,33.310199999999995,2020-11,11.2020,,,4779.0,2020-11-07,2020-11-16,Standard Processing,,
4817,CA-2017-139598,2017-12-26,Standard Class,MG-17695,Maureen Gnade,Email,United States,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,Mega Protein,OFF-AP-10002998,34.656,2,0.2,5.631599999999997,2017-12,12.2017,,,,,,,,
4831,CA-2017-120278,2017-11-07,Standard Class,MS-17365,Maribeth Schnelling,Email,United States,Wausau,Wisconsin,54401.0,Central,Power Muesli,Mega Protein,OFF-AP-10001293,245.88,6,0.0,68.84639999999999,2017-11,11.2017,,,,,,,,
4953,CA-2020-117926,2020-12-08,Second Class,AS-10225,Alan Schoenberger,Sales,United States,San Francisco,California,94109.0,West,Power Muesli,Mega Protein,OFF-AP-10002670,69.48,1,0.0,20.843999999999994,2020-12,12.2020,,,4953.0,2020-12-08,2020-12-16,Standard Processing,,
4961,CA-2019-166226,2019-11-18,Standard Class,TC-21535,Tracy Collins,Facebook,United States,Los Angeles,California,90008.0,West,Power Muesli,Mega Protein,OFF-AP-10002867,67.84,1,0.0,18.3168,2019-11,11.2019,,,4960.0,2019-11-18,2019-11-25,Standard Processing,,
4997,CA-2020-155824,2020-03-10,Standard Class,KS-16300,Karen Seio,Sales,United States,Raleigh,North Carolina,27604.0,South,Power Muesli,Mega Protein,OFF-AP-10000390,48.784,1,0.2,3.6587999999999976,2020-03,03.2020,2020-03-23,Karen Seio,4997.0,2020-03-10,2020-03-18,Standard Processing,,
5027,US-2020-130953,2020-07-29,Standard Class,RF-19735,Roland Fjeld,Email,United States,Oklahoma City,Oklahoma,73120.0,Central,Power Muesli,Mega Protein,OFF-AP-10002311,137.62,2,0.0,60.552800000000005,2020-07,07.2020,,,5025.0,2020-07-29,2020-08-05,Standard Processing,,
5034,CA-2019-155166,2019-12-26,Standard Class,BB-11545,Brenda Bowman,Sales,United States,Vineland,New Jersey,8360.0,East,Power Muesli,Mega Protein,OFF-AP-10002765,26.49,1,0.0,7.417200000000001,2019-12,12.2019,,,5033.0,2019-12-26,2020-01-03,Standard Processing,,
5043,CA-2019-158694,2019-11-10,Second Class,AI-10855,Arianne Irving,Email,United States,Los Angeles,California,90036.0,West,Power Muesli,Mega Protein,OFF-AP-10000055,129.92,4,0.0,38.975999999999985,2019-11,11.2019,2019-11-18,Arianne Irving,5042.0,2019-11-10,2019-11-15,Standard Processing,,
5070,CA-2017-124478,2017-08-08,Standard Class,MA-17560,Matt Abelman,Facebook,United States,Trenton,Michigan,48183.0,Central,Power Muesli,Mega Protein,OFF-AP-10002495,167.535,3,0.1,37.22999999999998,2017-08,08.2017,,,,,,,,
5094,US-2017-140452,2017-12-06,Standard Class,BK-11260,Berenike Kampe,Email,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Mega Protein,OFF-AP-10004036,14.015999999999996,4,0.8,-31.536,2017-12,12.2017,,,,,,,,
5134,CA-2020-155607,2020-11-26,Standard Class,FG-14260,Frank Gastineau,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,Mega Protein,OFF-AP-10001962,58.730000000000004,7,0.0,14.682500000000001,2020-11,11.2020,,,5134.0,2020-11-26,2020-12-02,Standard Processing,2020-11-30,2020-12-02
5147,CA-2020-161333,2020-02-02,Standard Class,JL-15835,John Lee,Email,United States,Los Angeles,California,90045.0,West,Power Muesli,Mega Protein,OFF-AP-10000252,46.8,4,0.0,16.38,2020-02,02.2020,,,5145.0,2020-02-02,2020-02-12,Standard Processing,,
5181,US-2018-120502,2018-04-13,Standard Class,BT-11395,Bill Tyler,Sales,United States,Los Angeles,California,90036.0,West,Power Muesli,Mega Protein,OFF-AP-10004980,75.84,2,0.0,29.577600000000004,2018-04,04.2018,,,,,,,,
5222,CA-2020-117401,2020-05-18,Second Class,PP-18955,Paul Prost,Facebook,United States,Springfield,Missouri,65807.0,Central,Power Muesli,Mega Protein,OFF-AP-10000938,706.86,7,0.0,197.92079999999999,2020-05,05.2020,,,5222.0,2020-05-18,2020-05-26,Standard Processing,,
5236,CA-2019-111143,2019-11-19,First Class,TT-21265,Tim Taslimi,Sales,United States,Indianapolis,Indiana,46203.0,Central,Power Muesli,Mega Protein,OFF-AP-10001947,54.96,3,0.0,15.938399999999998,2019-11,11.2019,,,5236.0,2019-11-19,2019-11-22,Express,,
5248,US-2018-168914,2018-05-21,Standard Class,JE-15745,Joel Eaton,Email,United States,Frankfort,Illinois,60423.0,Central,Power Muesli,Mega Protein,OFF-AP-10000358,20.767999999999997,8,0.8,-52.95840000000001,2018-05,05.2018,,,,,,,,
5253,CA-2018-132318,2018-10-30,First Class,TT-21220,Thomas Thornton,Email,United States,Virginia Beach,Virginia,23464.0,South,Power Muesli,Mega Protein,OFF-AP-10000026,182.91,3,0.0,53.04389999999998,2018-10,10.2018,,,,,,,,
5268,CA-2020-147452,2020-09-30,First Class,CS-11845,Cari Sayre,Sales,United States,Seattle,Washington,98103.0,West,Power Muesli,Mega Protein,OFF-AP-10001626,3.89,1,0.0,1.0114,2020-09,09.2020,,,5266.0,2020-09-30,2020-10-05,Express,,
5271,CA-2020-144484,2020-09-11,First Class,CB-12025,Cassandra Brandow,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Mega Protein,OFF-AP-10004487,406.59999999999997,5,0.0,113.84799999999998,2020-09,09.2020,,,5270.0,2020-09-11,2020-09-11,Express,,
5364,CA-2019-122017,2019-12-29,Standard Class,CD-11920,Carlos Daly,Email,United States,Wichita,Kansas,67212.0,Central,Power Muesli,Mega Protein,OFF-AP-10001293,81.96,2,0.0,22.9488,2019-12,12.2019,2020-01-10,Carlos Daly,5363.0,2019-12-29,2020-01-06,Standard Processing,,
5365,CA-2017-123477,2017-01-18,Second Class,DW-13195,David Wiener,Sales,United States,Springfield,Oregon,97477.0,West,Power Muesli,Mega Protein,OFF-AP-10000692,64.864,4,0.2,6.486400000000003,2017-01,01.2017,,,,,,,,
5398,CA-2019-145492,2019-11-20,Standard Class,MC-17605,Matt Connell,Sales,United States,Los Angeles,California,90004.0,West,Power Muesli,Mega Protein,OFF-AP-10003622,39.0,12,0.0,11.309999999999999,2019-11,11.2019,2019-12-02,Matt Connell,5398.0,2019-11-20,2019-11-29,Standard Processing,,
5415,US-2020-125647,2020-09-23,Standard Class,LC-16870,Lena Cacioppo,Email,United States,Chicago,Illinois,60653.0,Central,Power Muesli,Mega Protein,OFF-AP-10000390,73.17599999999997,6,0.8,-197.57520000000002,2020-09,09.2020,,,5415.0,2020-09-23,2020-09-30,Standard Processing,,
5431,CA-2020-117422,2020-10-21,Standard Class,FC-14245,Frank Carlisle,Facebook,United States,Lakewood,Ohio,44107.0,East,Power Muesli,Mega Protein,OFF-AP-10000938,161.568,2,0.2,16.156799999999997,2020-10,10.2020,,,5431.0,2020-10-21,2020-10-28,Standard Processing,,
5471,CA-2019-158547,2019-05-30,Standard Class,JM-16195,Justin MacKendrick,Email,United States,Hamilton,Ohio,45011.0,East,Power Muesli,Mega Protein,OFF-AP-10003842,123.92000000000002,5,0.2,9.293999999999997,2019-05,05.2019,,,5471.0,2019-05-30,2019-06-05,Standard Processing,,
5490,CA-2020-134495,2020-04-01,Second Class,BF-11020,Barry Französisch,Sales,United States,Jacksonville,Florida,32216.0,South,Power Muesli,Mega Protein,OFF-AP-10002222,20.808,3,0.2,1.8207000000000013,2020-04,04.2020,,,5488.0,2020-04-01,2020-04-08,Standard Processing,,
5504,CA-2020-127782,2020-11-02,Standard Class,TH-21115,Thea Hudgings,Sales,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Mega Protein,OFF-AP-10001962,20.136000000000003,3,0.2,1.2584999999999997,2020-11,11.2020,,,5503.0,2020-11-02,2020-11-09,Standard Processing,2020-11-06,2020-11-09
5515,CA-2018-103177,2018-05-30,First Class,EN-13780,Edward Nazzal,Email,United States,New York City,New York,10009.0,East,Power Muesli,Mega Protein,OFF-AP-10004540,160.32,2,0.0,44.8896,2018-05,05.2018,,,,,,,,
5524,CA-2019-110982,2019-06-05,First Class,CK-12205,Chloris Kastensmidt,Email,United States,Santa Clara,California,95051.0,West,Power Muesli,Mega Protein,OFF-AP-10004859,58.24,4,0.0,15.724800000000002,2019-06,06.2019,,,5523.0,2019-06-05,2019-06-07,Express,,
5578,CA-2019-136686,2019-12-12,Standard Class,RF-19840,Roy Französisch,Email,United States,Pasadena,California,91104.0,West,Power Muesli,Mega Protein,OFF-AP-10002350,56.519999999999996,3,0.0,15.8256,2019-12,12.2019,,,5577.0,2019-12-12,2019-12-18,Standard Processing,,
5609,CA-2018-168634,2018-12-06,Standard Class,AF-10870,Art Ferguson,Email,United States,San Francisco,California,94109.0,West,Power Muesli,Mega Protein,OFF-AP-10001626,7.78,2,0.0,2.0228,2018-12,12.2018,,,,,,,,
5616,CA-2019-158001,2019-08-23,Standard Class,JP-15460,Jennifer Patt,Sales,United States,New York City,New York,10035.0,East,Power Muesli,Mega Protein,OFF-AP-10002118,1040.8,5,0.0,281.0160000000001,2019-08,08.2019,,,5615.0,2019-08-23,2019-08-28,Standard Processing,,
5685,CA-2017-164315,2017-04-02,Standard Class,RD-19585,Rob Dowd,Email,United States,Athens,Georgia,30605.0,South,Power Muesli,Mega Protein,OFF-AP-10003842,154.9,5,0.0,40.274,2017-04,04.2017,,,,,,,,
5756,CA-2017-163748,2017-10-14,Standard Class,HG-15025,Hunter Glantz,Email,United States,Fort Worth,Texas,76106.0,Central,Power Muesli,Mega Protein,OFF-AP-10004052,3.1599999999999993,4,0.8,-8.532,2017-10,10.2017,,,,,,,,
5762,CA-2020-158169,2020-08-12,First Class,JM-16195,Justin MacKendrick,Email,United States,Lake Forest,California,92630.0,West,Power Muesli,Mega Protein,OFF-AP-10000828,542.9399999999999,3,0.0,152.02319999999997,2020-08,08.2020,,,5762.0,2020-08-12,2020-08-17,Express,,
5772,CA-2018-103835,2018-09-24,Standard Class,SC-20440,Shaun Chance,Sales,United States,Los Angeles,California,90032.0,West,Power Muesli,Mega Protein,OFF-AP-10002651,1158.12,4,0.0,335.85479999999984,2018-09,09.2018,,,,,,,,
5808,CA-2019-149783,2019-09-04,Second Class,DL-13315,Delfina Latchford,Email,United States,Knoxville,Tennessee,37918.0,South,Power Muesli,Mega Protein,OFF-AP-10001205,87.168,2,0.2,8.716800000000006,2019-09,09.2019,2019-09-16,Delfina Latchford,5807.0,2019-09-04,2019-09-11,Standard Processing,2019-09-09,2019-09-11
5825,CA-2017-115056,2017-05-02,First Class,AR-10510,Andrew Roberts,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Mega Protein,OFF-AP-10003971,26.136000000000003,3,0.2,1.9602000000000004,2017-05,05.2017,,,,,,,,
5849,CA-2018-121783,2018-11-10,Standard Class,PO-19180,Philisse Overcash,Facebook,United States,Roseville,Minnesota,55113.0,Central,Power Muesli,Mega Protein,OFF-AP-10003849,715.64,2,0.0,178.90999999999997,2018-11,11.2018,,,,,,,,
5865,US-2017-117968,2017-08-05,Second Class,RS-19420,Ricardo Sperren,Sales,United States,Meriden,Connecticut,6450.0,East,Power Muesli,Mega Protein,OFF-AP-10002765,79.47,3,0.0,22.251600000000003,2017-08,08.2017,,,,,,,,
5879,CA-2017-152443,2017-05-21,Standard Class,FG-14260,Frank Gastineau,Facebook,United States,Lawrence,Massachusetts,1841.0,East,Power Muesli,Mega Protein,OFF-AP-10001293,245.88,6,0.0,68.84639999999999,2017-05,05.2017,,,,,,,,
5909,US-2019-113985,2019-12-02,Standard Class,KD-16495,Keith Dawkins,Sales,United States,San Jose,California,95123.0,West,Power Muesli,Mega Protein,OFF-AP-10001303,59.699999999999996,3,0.0,26.864999999999995,2019-12,12.2019,,,5908.0,2019-12-02,2019-12-11,Standard Processing,,
5958,CA-2019-127138,2019-03-12,Second Class,DK-13225,Dean Katz,Sales,United States,San Francisco,California,94109.0,West,Power Muesli,Mega Protein,OFF-AP-10003842,154.9,5,0.0,40.274,2019-03,03.2019,,,5957.0,2019-03-12,2019-03-18,Standard Processing,,
5963,CA-2017-140732,2017-11-11,Second Class,MA-17560,Matt Abelman,Facebook,United States,Los Angeles,California,90004.0,West,Power Muesli,Mega Protein,OFF-AP-10001626,7.78,2,0.0,2.0228,2017-11,11.2017,,,,,,,,
5974,CA-2018-143980,2018-12-25,Standard Class,JK-15640,Jim Kriz,Facebook,United States,New York City,New York,10011.0,East,Power Muesli,Mega Protein,OFF-AP-10003779,414.96,2,0.0,124.48799999999994,2018-12,12.2018,,,,,,,,
6020,CA-2017-152422,2017-10-05,Second Class,BD-11635,Brian Derr,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Mega Protein,OFF-AP-10002892,91.92,5,0.2,11.489999999999991,2017-10,10.2017,,,,,,,,
6025,CA-2020-139717,2020-08-24,Second Class,DM-13015,Darrin Martin,Email,United States,Lancaster,Ohio,43130.0,East,Power Muesli,Mega Protein,OFF-AP-10000938,646.272,8,0.2,64.62719999999999,2020-08,08.2020,,,6025.0,2020-08-24,2020-08-28,Standard Processing,,
6035,US-2018-155369,2018-04-19,Standard Class,PG-18820,Patrick Gardner,Email,United States,Carrollton,Texas,75007.0,Central,Power Muesli,Mega Protein,OFF-AP-10002578,19.567999999999998,2,0.8,-52.833600000000004,2018-04,04.2018,,,,,,,,
6052,CA-2018-153878,2018-04-25,Standard Class,TS-21655,Trudy Schmidt,Email,United States,Milwaukee,Wisconsin,53209.0,Central,Power Muesli,Mega Protein,OFF-AP-10001205,272.4,5,0.0,76.27200000000002,2018-04,04.2018,,,,,,,,
6250,CA-2020-121580,2020-05-29,Standard Class,ML-17410,Maris LaWare,Email,United States,Columbus,Indiana,47201.0,Central,Power Muesli,Mega Protein,OFF-AP-10001564,465.16,2,0.0,120.9416,2020-05,05.2020,,,6248.0,2020-05-29,2020-06-05,Standard Processing,,
6252,CA-2017-101147,2017-12-02,First Class,MC-17575,Matt Collins,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Mega Protein,OFF-AP-10004249,2.3939999999999997,1,0.8,-6.344100000000001,2017-12,12.2017,,,,,,,,
6296,CA-2017-141313,2017-12-28,Standard Class,AJ-10780,Anthony Jacobs,Sales,United States,Beverly,Massachusetts,1915.0,East,Power Muesli,Mega Protein,OFF-AP-10002651,1737.1799999999998,6,0.0,503.78219999999976,2017-12,12.2017,,,,,,,,
6330,CA-2017-167927,2017-01-20,Standard Class,XP-21865,Xylona Preis,Email,United States,Westland,Michigan,48185.0,Central,Power Muesli,Mega Protein,OFF-AP-10002311,247.716,4,0.1,93.58160000000001,2017-01,01.2017,,,,,,,,
6354,US-2018-109015,2018-09-06,Standard Class,BS-11590,Brendan Sweed,Sales,United States,New York City,New York,10011.0,East,Power Muesli,Mega Protein,OFF-AP-10001962,8.39,1,0.0,2.0975,2018-09,09.2018,,,,,,,,
6474,CA-2019-113292,2019-03-18,Second Class,DB-13060,Dave Brooks,Email,United States,Columbia,Tennessee,38401.0,South,Power Muesli,Mega Protein,OFF-AP-10003590,871.8000000000001,3,0.2,87.18000000000009,2019-03,03.2019,,,6474.0,2019-03-18,2019-03-22,Standard Processing,,
6487,CA-2018-120621,2018-03-21,Standard Class,JW-16075,Julia West,Email,United States,Jacksonville,North Carolina,28540.0,South,Power Muesli,Mega Protein,OFF-AP-10002945,962.0799999999999,4,0.2,156.33799999999997,2018-03,03.2018,,,,,,,,
6519,US-2020-116652,2020-09-15,Standard Class,RD-19480,Rick Duston,Email,United States,San Francisco,California,94122.0,West,Power Muesli,Mega Protein,OFF-AP-10001205,108.96,2,0.0,30.508800000000008,2020-09,09.2020,,,6516.0,2020-09-15,2020-09-23,Standard Processing,,
6562,CA-2020-144680,2020-03-31,First Class,SC-20260,Scott Cohen,Sales,United States,Arlington,Texas,76017.0,Central,Power Muesli,Mega Protein,OFF-AP-10003040,33.61999999999999,5,0.8,-90.77400000000003,2020-03,03.2020,2020-04-08,Scott Cohen,6562.0,2020-03-31,2020-04-03,Express,,
6633,US-2019-146857,2019-05-06,Second Class,BE-11455,Brad Eason,Facebook,United States,Springfield,Missouri,65807.0,Central,Power Muesli,Mega Protein,OFF-AP-10001205,54.48,1,0.0,15.254400000000004,2019-05,05.2019,,,6633.0,2019-05-06,2019-05-10,Standard Processing,,
6646,US-2018-156496,2018-08-10,Standard Class,WB-21850,William Brown,Email,United States,Redmond,Oregon,97756.0,West,Power Muesli,Mega Protein,OFF-AP-10001469,133.472,4,0.2,15.015599999999985,2018-08,08.2018,,,,,,,,
6648,US-2019-127334,2019-12-15,Standard Class,MP-18175,Mike Pelletier,Facebook,United States,Springfield,Oregon,97477.0,West,Power Muesli,Mega Protein,OFF-AP-10001205,87.168,2,0.2,8.716800000000006,2019-12,12.2019,,,6647.0,2019-12-15,2019-12-24,Standard Processing,,
6662,CA-2018-129322,2018-08-08,Second Class,DB-13405,Denny Blanton,Email,United States,Lawrence,Massachusetts,1841.0,East,Power Muesli,Mega Protein,OFF-AP-10004336,113.92,2,0.0,33.036799999999985,2018-08,08.2018,,,,,,,,
6692,US-2020-165869,2020-07-31,Standard Class,LS-17200,Luke Schmidt,Sales,United States,Milwaukee,Wisconsin,53209.0,Central,Power Muesli,Mega Protein,OFF-AP-10002472,155.88,6,0.0,54.558,2020-07,07.2020,,,6691.0,2020-07-31,2020-08-07,Standard Processing,,
6720,CA-2019-130442,2019-12-16,First Class,SF-20065,Sandra Flanagan,Email,United States,Goldsboro,North Carolina,27534.0,South,Power Muesli,Mega Protein,OFF-AP-10004859,34.944,3,0.2,3.0576000000000008,2019-12,12.2019,2019-12-23,Sandra Flanagan,6720.0,2019-12-16,2019-12-20,Express,,
6734,CA-2017-120096,2017-07-04,First Class,KE-16420,Katrina Edelman,Sales,United States,Aurora,Colorado,80013.0,West,Power Muesli,Mega Protein,OFF-AP-10000692,32.432,2,0.2,3.2432000000000016,2017-07,07.2017,,,,,,,,
6736,CA-2019-123358,2019-04-10,Standard Class,BT-11680,Brian Thompson,Email,United States,San Francisco,California,94122.0,West,Power Muesli,Mega Protein,OFF-AP-10004980,113.76,3,0.0,44.366400000000006,2019-04,04.2019,,,6736.0,2019-04-10,2019-04-19,Standard Processing,,
6752,CA-2019-154767,2019-06-28,Second Class,BP-11155,Becky Pak,Email,United States,Paterson,New Jersey,7501.0,East,Power Muesli,Mega Protein,OFF-AP-10000595,8.74,2,0.0,2.2724,2019-06,06.2019,,,6751.0,2019-06-28,2019-07-03,Standard Processing,,
6823,US-2020-115609,2020-11-02,Standard Class,CS-12505,Cindy Stewart,Email,United States,Los Angeles,California,90036.0,West,Power Muesli,Mega Protein,OFF-AP-10003040,168.1,5,0.0,43.705999999999996,2020-11,11.2020,,,6823.0,2020-11-02,2020-11-12,Standard Processing,,
